HomeTeam,AwayTeam,HAS,HDS,AAS,ADS,HCON,HAGG,ACON,AAGG
Stoke,Tottenham,0.44,1.2586841029832447,0.6653044544340009,1.6003269309358399,0.2731707317073171,0.970638955454525,0.3828125,1.078532689926122
Newcastle,Man City,0.942857142857143,1.1816218109638625,1.401716387413159,1.0911319983653454,0.5100334448160535,0.9502266786538135,0.45591322603219037,0.9646837767433916
Blackburn,Middlesbrough,1.406153846153846,0.7110747854515734,1.1238250919493258,1.8430731507968943,0.45418113812449906,0.9612326711607803,0.5233160621761658,0.878421659478157
Everton,Man United,0.6430769230769231,0.7866775643645281,0.5619125459746629,1.5733551287290561,0.49076517150395776,0.9607847528610781,0.291005291005291,0.8549344493316822
Sunderland,Newcastle,0.88,1.2923988557417245,0.6678731975013136,1.387121256348882,0.5916988416988417,1.177577209916911,0.4893784421715185,0.987133889298983
West Brom,Hull,0.968,0.9619942787086229,0.8653453208009808,1.820596648957908,0.32598784194528874,0.9548722313050099,0.5587808417997098,1.1156424819575523
Chelsea,Liverpool,0.7107692307692308,1.0788720882713527,0.984879444217409,1.1360850020433184,0.35627906976744184,0.9637410136391121,0.4610198061525495,1.0283127642311143
Man City,Stoke,1.350769230769231,0.7029015120555783,0.5394360441356764,1.7531671434409484,0.4350146784093942,0.9218158607869923,0.3342857142857143,0.9911602681812358
Portsmouth,Fulham,1.3384615384615386,0.678381691867593,1.0114425827543931,1.2961449393815558,0.4744309784215194,1.0118474390271215,0.3161764705882353,1.069450968669485
Tottenham,Bolton,0.7243076923076923,1.303637106661218,0.8765835717204742,1.48344912137311,0.3960216998191682,1.1627959060267405,0.4688768606224628,1.071603962932912
West Ham,Arsenal,0.9646153846153847,1.3261136085002043,1.4548426644871273,1.193297915815284,0.3407258064516129,0.8622427269266086,0.4684287812041116,0.9113037536832217
Wigan,Aston Villa,1.6,0.6865549652635881,0.5843890478136494,1.3710666121781776,0.45261392228124125,0.9710868737542272,0.3081570996978852,1.0733655036938976
Newcastle,West Brom,0.942857142857143,1.1816218109638625,1.1328156926849202,1.393543114017164,0.5100334448160535,0.9502266786538135,0.3543078412391094,0.9958577102105307
Arsenal,Tottenham,1.356923076923077,0.7110747854515734,0.6653044544340009,1.6003269309358399,0.4759280742459397,0.957201406463461,0.3828125,1.078532689926122
Aston Villa,Blackburn,0.7276923076923076,1.1912545974662851,1.3731099305271761,0.9072333469554557,0.2973621103117506,1.0322277216635687,0.43075898801597867,0.9382072853055473
Bolton,Everton,0.7573076923076922,1.1125868410298325,0.8316305680425011,1.5733551287290561,0.4501108647450111,1.0094398781662224,0.5887850467289719,0.9794166631079985
Fulham,Wigan,0.7333333333333333,1.1088407573900014,1.4997956681651001,0.9317531671434409,0.32176234979973295,1.075750449784626,0.4406835359842261,0.9762138617243883
Hull,Chelsea,0.8292307692307692,1.0114425827543931,0.7642010625255415,1.5913363302002452,0.5279241306638567,1.1788089852410921,0.3738738738738739,0.9366699406414144
Liverpool,Portsmouth,1.1015384615384616,0.9194932570494483,1.364936657131181,0.9194932570494483,0.44236551954560643,1.0149828671250365,0.46741226378711914,0.9932954691036426
Man United,West Ham,0.6938461538461539,1.6407846342460155,0.9777278299959133,1.6520228851655088,0.31004366812227074,0.8918053347069494,0.345367027677497,0.8290985181705598
Middlesbrough,Man City,1.0153846153846153,1.6632611360850023,1.401716387413159,1.0911319983653454,0.5296442687747036,1.0642538800922712,0.45591322603219037,0.9646837767433916
Stoke,Sunderland,0.44,1.2586841029832447,0.8653453208009808,1.5508786268900696,0.2731707317073171,0.970638955454525,0.5271604938271605,1.1379553315967033
Chelsea,Sunderland,0.7107692307692308,1.0788720882713527,0.8653453208009808,1.5508786268900696,0.35627906976744184,0.9637410136391121,0.5271604938271605,1.1379553315967033
Everton,Fulham,0.6430769230769231,0.7866775643645281,1.0114425827543931,1.2961449393815558,0.49076517150395776,0.9607847528610781,0.3161764705882353,1.069450968669485
Man United,Hull,0.6938461538461539,1.6407846342460155,0.8653453208009808,1.820596648957908,0.31004366812227074,0.8918053347069494,0.5587808417997098,1.1156424819575523
Middlesbrough,West Ham,1.0153846153846153,1.6632611360850023,0.9777278299959133,1.6520228851655088,0.5296442687747036,1.0642538800922712,0.345367027677497,0.8290985181705598
Portsmouth,Wigan,1.3384615384615386,0.678381691867593,1.4997956681651001,0.9317531671434409,0.4744309784215194,1.0118474390271215,0.4406835359842261,0.9762138617243883
Stoke,Arsenal,0.44,1.2586841029832447,1.4548426644871273,1.193297915815284,0.2731707317073171,0.970638955454525,0.4684287812041116,0.9113037536832217
Tottenham,Liverpool,0.7243076923076923,1.303637106661218,0.984879444217409,1.1360850020433184,0.3960216998191682,1.1627959060267405,0.4610198061525495,1.0283127642311143
West Brom,Blackburn,0.968,0.9619942787086229,1.3731099305271761,0.9072333469554557,0.32598784194528874,0.9548722313050099,0.43075898801597867,0.9382072853055473
Bolton,Man City,0.7573076923076922,1.1125868410298325,1.401716387413159,1.0911319983653454,0.4501108647450111,1.0094398781662224,0.45591322603219037,0.9646837767433916
Newcastle,Aston Villa,0.942857142857143,1.1816218109638625,0.5843890478136494,1.3710666121781776,0.5100334448160535,0.9502266786538135,0.3081570996978852,1.0733655036938976
Arsenal,Man United,1.356923076923077,0.7110747854515734,0.5619125459746629,1.5733551287290561,0.4759280742459397,0.957201406463461,0.291005291005291,0.8549344493316822
Hull,Bolton,0.8292307692307692,1.0114425827543931,0.8765835717204742,1.48344912137311,0.5279241306638567,1.1788089852410921,0.4688768606224628,1.071603962932912
Liverpool,West Brom,1.1015384615384616,0.9194932570494483,1.1328156926849202,1.393543114017164,0.44236551954560643,1.0149828671250365,0.3543078412391094,0.9958577102105307
Sunderland,Portsmouth,0.88,1.2923988557417245,1.364936657131181,0.9194932570494483,0.5916988416988417,1.177577209916911,0.46741226378711914,0.9932954691036426
West Ham,Everton,0.9646153846153847,1.3261136085002043,0.8316305680425011,1.5733551287290561,0.3407258064516129,0.8622427269266086,0.5887850467289719,0.9794166631079985
Wigan,Stoke,1.6,0.6865549652635881,0.5394360441356764,1.7531671434409484,0.45261392228124125,0.9710868737542272,0.3342857142857143,0.9911602681812358
Aston Villa,Middlesbrough,0.7276923076923076,1.1912545974662851,1.1238250919493258,1.8430731507968943,0.2973621103117506,1.0322277216635687,0.5233160621761658,0.878421659478157
Blackburn,Chelsea,1.406153846153846,0.7110747854515734,0.7642010625255415,1.5913363302002452,0.45418113812449906,0.9612326711607803,0.3738738738738739,0.9366699406414144
Fulham,Newcastle,0.7333333333333333,1.1088407573900014,0.6678731975013136,1.387121256348882,0.32176234979973295,1.075750449784626,0.4893784421715185,0.987133889298983
Man City,Tottenham,1.350769230769231,0.7029015120555783,0.6653044544340009,1.6003269309358399,0.4350146784093942,0.9218158607869923,0.3828125,1.078532689926122
Arsenal,Aston Villa,1.356923076923077,0.7110747854515734,0.5843890478136494,1.3710666121781776,0.4759280742459397,0.957201406463461,0.3081570996978852,1.0733655036938976
Blackburn,Sunderland,1.406153846153846,0.7110747854515734,0.8653453208009808,1.5508786268900696,0.45418113812449906,0.9612326711607803,0.5271604938271605,1.1379553315967033
Bolton,Liverpool,0.7573076923076922,1.1125868410298325,0.984879444217409,1.1360850020433184,0.4501108647450111,1.0094398781662224,0.4610198061525495,1.0283127642311143
Fulham,Tottenham,0.7333333333333333,1.1088407573900014,0.6653044544340009,1.6003269309358399,0.32176234979973295,1.075750449784626,0.3828125,1.078532689926122
Man United,Stoke,0.6938461538461539,1.6407846342460155,0.5394360441356764,1.7531671434409484,0.31004366812227074,0.8918053347069494,0.3342857142857143,0.9911602681812358
Newcastle,Wigan,0.942857142857143,1.1816218109638625,1.4997956681651001,0.9317531671434409,0.5100334448160535,0.9502266786538135,0.4406835359842261,0.9762138617243883
West Brom,Chelsea,0.968,0.9619942787086229,0.7642010625255415,1.5913363302002452,0.32598784194528874,0.9548722313050099,0.3738738738738739,0.9366699406414144
West Ham,Portsmouth,0.9646153846153847,1.3261136085002043,1.364936657131181,0.9194932570494483,0.3407258064516129,0.8622427269266086,0.46741226378711914,0.9932954691036426
Everton,Middlesbrough,0.6430769230769231,0.7866775643645281,1.1238250919493258,1.8430731507968943,0.49076517150395776,0.9607847528610781,0.5233160621761658,0.878421659478157
Hull,Man City,0.8292307692307692,1.0114425827543931,1.401716387413159,1.0911319983653454,0.5279241306638567,1.1788089852410921,0.45591322603219037,0.9646837767433916
Aston Villa,Man United,0.7276923076923076,1.1912545974662851,0.5619125459746629,1.5733551287290561,0.2973621103117506,1.0322277216635687,0.291005291005291,0.8549344493316822
Chelsea,Newcastle,0.7107692307692308,1.0788720882713527,0.6678731975013136,1.387121256348882,0.35627906976744184,0.9637410136391121,0.4893784421715185,0.987133889298983
Liverpool,Fulham,1.1015384615384616,0.9194932570494483,1.0114425827543931,1.2961449393815558,0.44236551954560643,1.0149828671250365,0.3161764705882353,1.069450968669485
Man City,Arsenal,1.350769230769231,0.7029015120555783,1.4548426644871273,1.193297915815284,0.4350146784093942,0.9218158607869923,0.4684287812041116,0.9113037536832217
Middlesbrough,Bolton,1.0153846153846153,1.6632611360850023,0.8765835717204742,1.48344912137311,0.5296442687747036,1.0642538800922712,0.4688768606224628,1.071603962932912
Portsmouth,Hull,1.3384615384615386,0.678381691867593,0.8653453208009808,1.820596648957908,0.4744309784215194,1.0118474390271215,0.5587808417997098,1.1156424819575523
Stoke,West Brom,0.44,1.2586841029832447,1.1328156926849202,1.393543114017164,0.2731707317073171,0.970638955454525,0.3543078412391094,0.9958577102105307
Sunderland,West Ham,0.88,1.2923988557417245,0.9777278299959133,1.6520228851655088,0.5916988416988417,1.177577209916911,0.345367027677497,0.8290985181705598
Tottenham,Blackburn,0.7243076923076923,1.303637106661218,1.3731099305271761,0.9072333469554557,0.3960216998191682,1.1627959060267405,0.43075898801597867,0.9382072853055473
Wigan,Everton,1.6,0.6865549652635881,0.8316305680425011,1.5733551287290561,0.45261392228124125,0.9710868737542272,0.5887850467289719,0.9794166631079985
Aston Villa,Fulham,0.7276923076923076,1.1912545974662851,1.0114425827543931,1.2961449393815558,0.2973621103117506,1.0322277216635687,0.3161764705882353,1.069450968669485
Middlesbrough,Newcastle,1.0153846153846153,1.6632611360850023,0.6678731975013136,1.387121256348882,0.5296442687747036,1.0642538800922712,0.4893784421715185,0.987133889298983
Stoke,Hull,0.44,1.2586841029832447,0.8653453208009808,1.820596648957908,0.2731707317073171,0.970638955454525,0.5587808417997098,1.1156424819575523
Sunderland,Bolton,0.88,1.2923988557417245,0.8765835717204742,1.48344912137311,0.5916988416988417,1.177577209916911,0.4688768606224628,1.071603962932912
Wigan,West Brom,1.6,0.6865549652635881,1.1328156926849202,1.393543114017164,0.45261392228124125,0.9710868737542272,0.3543078412391094,0.9958577102105307
Chelsea,Arsenal,0.7107692307692308,1.0788720882713527,1.4548426644871273,1.193297915815284,0.35627906976744184,0.9637410136391121,0.4684287812041116,0.9113037536832217
Man City,Man United,1.350769230769231,0.7029015120555783,0.5619125459746629,1.5733551287290561,0.4350146784093942,0.9218158607869923,0.291005291005291,0.8549344493316822
Portsmouth,Blackburn,1.3384615384615386,0.678381691867593,1.3731099305271761,0.9072333469554557,0.4744309784215194,1.0118474390271215,0.43075898801597867,0.9382072853055473
Tottenham,Everton,0.7243076923076923,1.303637106661218,0.8316305680425011,1.5733551287290561,0.3960216998191682,1.1627959060267405,0.5887850467289719,0.9794166631079985
Liverpool,West Ham,1.1015384615384616,0.9194932570494483,0.9777278299959133,1.6520228851655088,0.44236551954560643,1.0149828671250365,0.345367027677497,0.8290985181705598
Arsenal,Wigan,1.356923076923077,0.7110747854515734,1.4997956681651001,0.9317531671434409,0.4759280742459397,0.957201406463461,0.4406835359842261,0.9762138617243883
Blackburn,Liverpool,1.406153846153846,0.7110747854515734,0.984879444217409,1.1360850020433184,0.45418113812449906,0.9612326711607803,0.4610198061525495,1.0283127642311143
Bolton,Chelsea,0.7573076923076922,1.1125868410298325,0.7642010625255415,1.5913363302002452,0.4501108647450111,1.0094398781662224,0.3738738738738739,0.9366699406414144
Fulham,Man City,0.7333333333333333,1.1088407573900014,1.401716387413159,1.0911319983653454,0.32176234979973295,1.075750449784626,0.45591322603219037,0.9646837767433916
Hull,Middlesbrough,0.8292307692307692,1.0114425827543931,1.1238250919493258,1.8430731507968943,0.5279241306638567,1.1788089852410921,0.5233160621761658,0.878421659478157
Man United,Sunderland,0.6938461538461539,1.6407846342460155,0.8653453208009808,1.5508786268900696,0.31004366812227074,0.8918053347069494,0.5271604938271605,1.1379553315967033
Newcastle,Stoke,0.942857142857143,1.1816218109638625,0.5394360441356764,1.7531671434409484,0.5100334448160535,0.9502266786538135,0.3342857142857143,0.9911602681812358
Everton,Aston Villa,0.6430769230769231,0.7866775643645281,0.5843890478136494,1.3710666121781776,0.49076517150395776,0.9607847528610781,0.3081570996978852,1.0733655036938976
West Brom,Portsmouth,0.968,0.9619942787086229,1.364936657131181,0.9194932570494483,0.32598784194528874,0.9548722313050099,0.46741226378711914,0.9932954691036426
West Ham,Tottenham,0.9646153846153847,1.3261136085002043,0.6653044544340009,1.6003269309358399,0.3407258064516129,0.8622427269266086,0.3828125,1.078532689926122
Aston Villa,Bolton,0.7276923076923076,1.1912545974662851,0.8765835717204742,1.48344912137311,0.2973621103117506,1.0322277216635687,0.4688768606224628,1.071603962932912
Liverpool,Hull,1.1015384615384616,0.9194932570494483,0.8653453208009808,1.820596648957908,0.44236551954560643,1.0149828671250365,0.5587808417997098,1.1156424819575523
Man City,Everton,1.350769230769231,0.7029015120555783,0.8316305680425011,1.5733551287290561,0.4350146784093942,0.9218158607869923,0.5887850467289719,0.9794166631079985
Middlesbrough,Arsenal,1.0153846153846153,1.6632611360850023,1.4548426644871273,1.193297915815284,0.5296442687747036,1.0642538800922712,0.4684287812041116,0.9113037536832217
Stoke,Fulham,0.44,1.2586841029832447,1.0114425827543931,1.2961449393815558,0.2731707317073171,0.970638955454525,0.3161764705882353,1.069450968669485
Sunderland,West Brom,0.88,1.2923988557417245,1.1328156926849202,1.393543114017164,0.5916988416988417,1.177577209916911,0.3543078412391094,0.9958577102105307
Tottenham,Man United,0.7243076923076923,1.303637106661218,0.5619125459746629,1.5733551287290561,0.3960216998191682,1.1627959060267405,0.291005291005291,0.8549344493316822
Wigan,Blackburn,1.6,0.6865549652635881,1.3731099305271761,0.9072333469554557,0.45261392228124125,0.9710868737542272,0.43075898801597867,0.9382072853055473
Chelsea,West Ham,0.7107692307692308,1.0788720882713527,0.9777278299959133,1.6520228851655088,0.35627906976744184,0.9637410136391121,0.345367027677497,0.8290985181705598
Portsmouth,Newcastle,1.3384615384615386,0.678381691867593,0.6678731975013136,1.387121256348882,0.4744309784215194,1.0118474390271215,0.4893784421715185,0.987133889298983
Blackburn,Stoke,1.406153846153846,0.7110747854515734,0.5394360441356764,1.7531671434409484,0.45418113812449906,0.9612326711607803,0.3342857142857143,0.9911602681812358
Bolton,Portsmouth,0.7573076923076922,1.1125868410298325,1.364936657131181,0.9194932570494483,0.4501108647450111,1.0094398781662224,0.46741226378711914,0.9932954691036426
Fulham,Middlesbrough,0.7333333333333333,1.1088407573900014,1.1238250919493258,1.8430731507968943,0.32176234979973295,1.075750449784626,0.5233160621761658,0.878421659478157
