HomeTeam,AwayTeam,HAS,HDS,AAS,ADS,HCON,HAGG,ACON,AAGG
Arsenal,West Brom,1.356923076923077,0.7110747854515734,1.1328156926849202,1.393543114017164,0.4759280742459397,0.957201406463461,0.3543078412391094,0.9958577102105307
Bolton,Stoke,0.7573076923076922,1.1125868410298325,0.5394360441356764,1.7531671434409484,0.4501108647450111,1.0094398781662224,0.3342857142857143,0.9911602681812358
Everton,Blackburn,0.6430769230769231,0.7866775643645281,1.3731099305271761,0.9072333469554557,0.49076517150395776,0.9607847528610781,0.43075898801597867,0.9382072853055473
Hull,Fulham,0.8292307692307692,1.0114425827543931,1.0114425827543931,1.2961449393815558,0.5279241306638567,1.1788089852410921,0.3161764705882353,1.069450968669485
Middlesbrough,Tottenham,1.0153846153846153,1.6632611360850023,0.6653044544340009,1.6003269309358399,0.5296442687747036,1.0642538800922712,0.3828125,1.078532689926122
Sunderland,Liverpool,0.88,1.2923988557417245,0.984879444217409,1.1360850020433184,0.5916988416988417,1.177577209916911,0.4610198061525495,1.0283127642311143
West Ham,Wigan,0.9646153846153847,1.3261136085002043,1.4997956681651001,0.9317531671434409,0.3407258064516129,0.8622427269266086,0.4406835359842261,0.9762138617243883
Aston Villa,Man City,0.7276923076923076,1.1912545974662851,1.401716387413159,1.0911319983653454,0.2973621103117506,1.0322277216635687,0.45591322603219037,0.9646837767433916
Chelsea,Portsmouth,0.7107692307692308,1.0788720882713527,1.364936657131181,0.9194932570494483,0.35627906976744184,0.9637410136391121,0.46741226378711914,0.9932954691036426
Man United,Newcastle,0.6938461538461539,1.6407846342460155,0.6678731975013136,1.387121256348882,0.31004366812227074,0.8918053347069494,0.4893784421715185,0.987133889298983
Blackburn,Hull,1.406153846153846,0.7110747854515734,0.8653453208009808,1.820596648957908,0.45418113812449906,0.9612326711607803,0.5587808417997098,1.1156424819575523
Fulham,Arsenal,0.7333333333333333,1.1088407573900014,1.4548426644871273,1.193297915815284,0.32176234979973295,1.075750449784626,0.4684287812041116,0.9113037536832217
Liverpool,Middlesbrough,1.1015384615384616,0.9194932570494483,1.1238250919493258,1.8430731507968943,0.44236551954560643,1.0149828671250365,0.5233160621761658,0.878421659478157
Newcastle,Bolton,0.942857142857143,1.1816218109638625,0.8765835717204742,1.48344912137311,0.5100334448160535,0.9502266786538135,0.4688768606224628,1.071603962932912
Stoke,Aston Villa,0.44,1.2586841029832447,0.5843890478136494,1.3710666121781776,0.2731707317073171,0.970638955454525,0.3081570996978852,1.0733655036938976
Tottenham,Sunderland,0.7243076923076923,1.303637106661218,0.8653453208009808,1.5508786268900696,0.3960216998191682,1.1627959060267405,0.5271604938271605,1.1379553315967033
West Brom,Everton,0.968,0.9619942787086229,0.8316305680425011,1.5733551287290561,0.32598784194528874,0.9548722313050099,0.5887850467289719,0.9794166631079985
Man City,West Ham,1.350769230769231,0.7029015120555783,0.9777278299959133,1.6520228851655088,0.4350146784093942,0.9218158607869923,0.345367027677497,0.8290985181705598
Wigan,Chelsea,1.6,0.6865549652635881,0.7642010625255415,1.5913363302002452,0.45261392228124125,0.9710868737542272,0.3738738738738739,0.9366699406414144
Portsmouth,Man United,1.3384615384615386,0.678381691867593,0.5619125459746629,1.5733551287290561,0.4744309784215194,1.0118474390271215,0.291005291005291,0.8549344493316822
Arsenal,Newcastle,1.356923076923077,0.7110747854515734,0.6678731975013136,1.387121256348882,0.4759280742459397,0.957201406463461,0.4893784421715185,0.987133889298983
Bolton,West Brom,0.7573076923076922,1.1125868410298325,1.1328156926849202,1.393543114017164,0.4501108647450111,1.0094398781662224,0.3543078412391094,0.9958577102105307
Everton,Portsmouth,0.6430769230769231,0.7866775643645281,1.364936657131181,0.9194932570494483,0.49076517150395776,0.9607847528610781,0.46741226378711914,0.9932954691036426
Hull,Wigan,0.8292307692307692,1.0114425827543931,1.4997956681651001,0.9317531671434409,0.5279241306638567,1.1788089852410921,0.4406835359842261,0.9762138617243883
Middlesbrough,Stoke,1.0153846153846153,1.6632611360850023,0.5394360441356764,1.7531671434409484,0.5296442687747036,1.0642538800922712,0.3342857142857143,0.9911602681812358
West Ham,Blackburn,0.9646153846153847,1.3261136085002043,1.3731099305271761,0.9072333469554557,0.3407258064516129,0.8622427269266086,0.43075898801597867,0.9382072853055473
Aston Villa,Liverpool,0.7276923076923076,1.1912545974662851,0.984879444217409,1.1360850020433184,0.2973621103117506,1.0322277216635687,0.4610198061525495,1.0283127642311143
Chelsea,Tottenham,0.7107692307692308,1.0788720882713527,0.6653044544340009,1.6003269309358399,0.35627906976744184,0.9637410136391121,0.3828125,1.078532689926122
Sunderland,Man City,0.88,1.2923988557417245,1.401716387413159,1.0911319983653454,0.5916988416988417,1.177577209916911,0.45591322603219037,0.9646837767433916
Blackburn,Arsenal,1.406153846153846,0.7110747854515734,1.4548426644871273,1.193297915815284,0.45418113812449906,0.9612326711607803,0.4684287812041116,0.9113037536832217
Fulham,Bolton,0.7333333333333333,1.1088407573900014,0.8765835717204742,1.48344912137311,0.32176234979973295,1.075750449784626,0.4688768606224628,1.071603962932912
Liverpool,Man United,1.1015384615384616,0.9194932570494483,0.5619125459746629,1.5733551287290561,0.44236551954560643,1.0149828671250365,0.291005291005291,0.8549344493316822
Man City,Chelsea,1.350769230769231,0.7029015120555783,0.7642010625255415,1.5913363302002452,0.4350146784093942,0.9218158607869923,0.3738738738738739,0.9366699406414144
Newcastle,Hull,0.942857142857143,1.1816218109638625,0.8653453208009808,1.820596648957908,0.5100334448160535,0.9502266786538135,0.5587808417997098,1.1156424819575523
Portsmouth,Middlesbrough,1.3384615384615386,0.678381691867593,1.1238250919493258,1.8430731507968943,0.4744309784215194,1.0118474390271215,0.5233160621761658,0.878421659478157
West Brom,West Ham,0.968,0.9619942787086229,0.9777278299959133,1.6520228851655088,0.32598784194528874,0.9548722313050099,0.345367027677497,0.8290985181705598
Wigan,Sunderland,1.6,0.6865549652635881,0.8653453208009808,1.5508786268900696,0.45261392228124125,0.9710868737542272,0.5271604938271605,1.1379553315967033
Stoke,Everton,0.44,1.2586841029832447,0.8316305680425011,1.5733551287290561,0.2731707317073171,0.970638955454525,0.5887850467289719,0.9794166631079985
Tottenham,Aston Villa,0.7243076923076923,1.303637106661218,0.5843890478136494,1.3710666121781776,0.3960216998191682,1.1627959060267405,0.3081570996978852,1.0733655036938976
Blackburn,Fulham,1.406153846153846,0.7110747854515734,1.0114425827543931,1.2961449393815558,0.45418113812449906,0.9612326711607803,0.3161764705882353,1.069450968669485
Bolton,Arsenal,0.7573076923076922,1.1125868410298325,1.4548426644871273,1.193297915815284,0.4501108647450111,1.0094398781662224,0.4684287812041116,0.9113037536832217
Liverpool,Stoke,1.1015384615384616,0.9194932570494483,0.5394360441356764,1.7531671434409484,0.44236551954560643,1.0149828671250365,0.3342857142857143,0.9911602681812358
Sunderland,Middlesbrough,0.88,1.2923988557417245,1.1238250919493258,1.8430731507968943,0.5916988416988417,1.177577209916911,0.5233160621761658,0.878421659478157
West Ham,Newcastle,0.9646153846153847,1.3261136085002043,0.6678731975013136,1.387121256348882,0.3407258064516129,0.8622427269266086,0.4893784421715185,0.987133889298983
Chelsea,Man United,0.7107692307692308,1.0788720882713527,0.5619125459746629,1.5733551287290561,0.35627906976744184,0.9637410136391121,0.291005291005291,0.8549344493316822
Hull,Everton,0.8292307692307692,1.0114425827543931,0.8316305680425011,1.5733551287290561,0.5279241306638567,1.1788089852410921,0.5887850467289719,0.9794166631079985
Man City,Portsmouth,1.350769230769231,0.7029015120555783,1.364936657131181,0.9194932570494483,0.4350146784093942,0.9218158607869923,0.46741226378711914,0.9932954691036426
Tottenham,Wigan,0.7243076923076923,1.303637106661218,1.4997956681651001,0.9317531671434409,0.3960216998191682,1.1627959060267405,0.4406835359842261,0.9762138617243883
West Brom,Aston Villa,0.968,0.9619942787086229,0.5843890478136494,1.3710666121781776,0.32598784194528874,0.9548722313050099,0.3081570996978852,1.0733655036938976
Arsenal,Hull,1.356923076923077,0.7110747854515734,0.8653453208009808,1.820596648957908,0.4759280742459397,0.957201406463461,0.5587808417997098,1.1156424819575523
Aston Villa,Sunderland,0.7276923076923076,1.1912545974662851,0.8653453208009808,1.5508786268900696,0.2973621103117506,1.0322277216635687,0.5271604938271605,1.1379553315967033
Everton,Liverpool,0.6430769230769231,0.7866775643645281,0.984879444217409,1.1360850020433184,0.49076517150395776,0.9607847528610781,0.4610198061525495,1.0283127642311143
Fulham,West Ham,0.7333333333333333,1.1088407573900014,0.9777278299959133,1.6520228851655088,0.32176234979973295,1.075750449784626,0.345367027677497,0.8290985181705598
Man United,Bolton,0.6938461538461539,1.6407846342460155,0.8765835717204742,1.48344912137311,0.31004366812227074,0.8918053347069494,0.4688768606224628,1.071603962932912
Middlesbrough,West Brom,1.0153846153846153,1.6632611360850023,1.1328156926849202,1.393543114017164,0.5296442687747036,1.0642538800922712,0.3543078412391094,0.9958577102105307
Newcastle,Blackburn,0.942857142857143,1.1816218109638625,1.3731099305271761,0.9072333469554557,0.5100334448160535,0.9502266786538135,0.43075898801597867,0.9382072853055473
Stoke,Chelsea,0.44,1.2586841029832447,0.7642010625255415,1.5913363302002452,0.2731707317073171,0.970638955454525,0.3738738738738739,0.9366699406414144
Portsmouth,Tottenham,1.3384615384615386,0.678381691867593,0.6653044544340009,1.6003269309358399,0.4744309784215194,1.0118474390271215,0.3828125,1.078532689926122
Wigan,Man City,1.6,0.6865549652635881,1.401716387413159,1.0911319983653454,0.45261392228124125,0.9710868737542272,0.45591322603219037,0.9646837767433916
Blackburn,Man United,1.406153846153846,0.7110747854515734,0.5619125459746629,1.5733551287290561,0.45418113812449906,0.9612326711607803,0.291005291005291,0.8549344493316822
Sunderland,Arsenal,0.88,1.2923988557417245,1.4548426644871273,1.193297915815284,0.5916988416988417,1.177577209916911,0.4684287812041116,0.9113037536832217
West Brom,Fulham,0.968,0.9619942787086229,1.0114425827543931,1.2961449393815558,0.32598784194528874,0.9548722313050099,0.3161764705882353,1.069450968669485
Wigan,Middlesbrough,1.6,0.6865549652635881,1.1238250919493258,1.8430731507968943,0.45261392228124125,0.9710868737542272,0.5233160621761658,0.878421659478157
Chelsea,Aston Villa,0.7107692307692308,1.0788720882713527,0.5843890478136494,1.3710666121781776,0.35627906976744184,0.9637410136391121,0.3081570996978852,1.0733655036938976
Everton,Newcastle,0.6430769230769231,0.7866775643645281,0.6678731975013136,1.387121256348882,0.49076517150395776,0.9607847528610781,0.4893784421715185,0.987133889298983
Man City,Liverpool,1.350769230769231,0.7029015120555783,0.984879444217409,1.1360850020433184,0.4350146784093942,0.9218158607869923,0.4610198061525495,1.0283127642311143
Portsmouth,Stoke,1.3384615384615386,0.678381691867593,0.5394360441356764,1.7531671434409484,0.4744309784215194,1.0118474390271215,0.3342857142857143,0.9911602681812358
Tottenham,Hull,0.7243076923076923,1.303637106661218,0.8653453208009808,1.820596648957908,0.3960216998191682,1.1627959060267405,0.5587808417997098,1.1156424819575523
West Ham,Bolton,0.9646153846153847,1.3261136085002043,0.8765835717204742,1.48344912137311,0.3407258064516129,0.8622427269266086,0.4688768606224628,1.071603962932912
Arsenal,Everton,1.356923076923077,0.7110747854515734,0.8316305680425011,1.5733551287290561,0.4759280742459397,0.957201406463461,0.5887850467289719,0.9794166631079985
Aston Villa,Portsmouth,0.7276923076923076,1.1912545974662851,1.364936657131181,0.9194932570494483,0.2973621103117506,1.0322277216635687,0.46741226378711914,0.9932954691036426
Bolton,Blackburn,0.7573076923076922,1.1125868410298325,1.3731099305271761,0.9072333469554557,0.4501108647450111,1.0094398781662224,0.43075898801597867,0.9382072853055473
Fulham,Sunderland,0.7333333333333333,1.1088407573900014,0.8653453208009808,1.5508786268900696,0.32176234979973295,1.075750449784626,0.5271604938271605,1.1379553315967033
Liverpool,Wigan,1.1015384615384616,0.9194932570494483,1.4997956681651001,0.9317531671434409,0.44236551954560643,1.0149828671250365,0.4406835359842261,0.9762138617243883
Man United,West Brom,0.6938461538461539,1.6407846342460155,1.1328156926849202,1.393543114017164,0.31004366812227074,0.8918053347069494,0.3543078412391094,0.9958577102105307
Middlesbrough,Chelsea,1.0153846153846153,1.6632611360850023,0.7642010625255415,1.5913363302002452,0.5296442687747036,1.0642538800922712,0.3738738738738739,0.9366699406414144
Hull,West Ham,0.8292307692307692,1.0114425827543931,0.9777278299959133,1.6520228851655088,0.5279241306638567,1.1788089852410921,0.345367027677497,0.8290985181705598
